Planet Name,Host Name,Number of Stars,Number of Planets,Number of Moons,Circumbinary Flag,Discovery Method,Discovery Year,Discovery Facility,Discovery Telescope,Discovery Instrument,Controversial Flag,Orbital Period [days],Orbital Period Limit Flag,Planet Radius [Earth Radius],Planet Radius Limit Flag,Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag,Planet Density [g/cm**3],Planet Density Limit Flag,Stellar Effective Temperature [K],Stellar Effective Temperature Limit Flag,Stellar Radius [Solar Radius],Stellar Radius Limit Flag,Stellar Mass [Solar mass],Stellar Mass Upper Unc. [Solar mass],Stellar Mass Lower Unc. [Solar mass],Stellar Mass Limit Flag,Stellar Luminosity [log(Solar)],Stellar Luminosity Limit Flag,Stellar Surface Gravity [log10(cm/s**2)],Stellar Surface Gravity Limit Flag,Galactic Latitude [deg],Galactic Longitude [deg],Ecliptic Latitude [deg],Ecliptic Longitude [deg],Total Proper Motion [mas/yr],Total Proper Motion Upper Unc [mas/yr],Total Proper Motion Lower Unc [mas/yr],Proper Motion (RA) [mas/yr],Proper Motion (RA) [mas/yr] Upper Unc,Proper Motion (RA) [mas/yr] Lower Unc,Proper Motion (Dec) [mas/yr],Proper Motion (Dec) [mas/yr] Upper Unc,Proper Motion (Dec) [mas/yr] Lower Unc,Distance [pc],Distance [pc] Upper Unc,Distance [pc] Lower Unc,B (Johnson) Magnitude,B (Johnson) Magnitude Upper Unc,B (Johnson) Magnitude Lower Unc,V (Johnson) Magnitude,V (Johnson) Magnitude Upper Unc,V (Johnson) Magnitude Lower Unc,J (2MASS) Magnitude,J (2MASS) Magnitude Upper Unc,J (2MASS) Magnitude Lower Unc,H (2MASS) Magnitude,H (2MASS) Magnitude Upper Unc,H (2MASS) Magnitude Lower Unc,Ks (2MASS) Magnitude,Ks (2MASS) Magnitude Upper Unc,Ks (2MASS) Magnitude Lower Unc,Gaia Magnitude,Gaia Magnitude Upper Unc,Gaia Magnitude Lower Unc,TESS Magnitude,TESS Magnitude Upper Unc,TESS Magnitude Lower Unc,Number of Photometry Time Series,Number of Radial Velocity Time Series,Number of Stellar Spectra Measurements,Number of Emission Spectroscopy Measurements,Number of Transmission Spectroscopy Measurements
Gl 686 b,Gl 686,1,1,0,0,Radial Velocity,2018,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,0,15.53,0.0,2.46,0.0,6.624,0.0,2.45,0.0,3656.0,0.0,0.43,0.0,0.43,0.02,-0.02,0.0,-1.53,0.0,4.87,0.0,24.29465,42.24615,41.90034,262.95963,1352.2119149,0.0618683,-0.0618683,926.741,0.049916,-0.049916,984.697,0.0707893,-0.0707893,8.15728,0.00232,-0.00232,11.01,0.046,-0.046,9.62,0.1,-0.1,6.36,0.023,-0.023,5.79,0.02,-0.02,5.572,0.02,-0.02,8.73899,0.000634,-0.000634,7.69224,0.0072709,-0.0072709,1,0,2,0,0
HAT-P-1 b,HAT-P-1,2,1,0,0,Transit,2006,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,4.46529976,0.0,14.785,0.0,166.86075,0.0,0.282,0.0,5980.0,0.0,1.17,0.0,1.15,0.05,-0.05,0.0,0.225,0.0,4.36,0.0,-19.03641,99.79172,41.04188,4.29186,52.8378021,0.0432105,-0.0432105,32.3837,0.0411283,-0.0411283,-41.7508,0.0444162,-0.0444162,158.979,0.977,-0.965,10.9,,,9.827,0.194,-0.194,9.156,0.026,-0.026,8.923,0.03,-0.03,8.858,0.018,-0.018,10.1786,0.000384,-0.000384,9.76031,0.0061,-0.0061,16,7,0,5,95
HAT-P-11 b,HAT-P-11,1,2,0,0,Transit,2008,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,4.88780244,0.0,4.36,0.0,26.69772,0.0,1.68,0.0,4780.0,0.0,0.68,0.0,0.81,0.02,-0.03,0.0,-0.567,0.0,4.66,0.0,10.77239,81.83486,66.63008,321.54655,264.8686021,0.0440369,-0.0440369,125.984,0.0406101,-0.0406101,232.988,0.0449896,-0.0449896,37.7647,0.0337,-0.0336,10.556,0.141,-0.141,9.46,0.03,-0.03,7.608,0.029,-0.029,7.131,0.021,-0.021,7.009,0.02,-0.02,9.15098,0.000293,-0.000293,8.5077,0.006,-0.006,13,1,0,0,36
HAT-P-11 c,HAT-P-11,1,2,0,0,Radial Velocity,2018,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,3407.0,0.0,13.3,0.0,731.009,0.0,1.71,0.0,4780.0,0.0,0.68,0.0,0.81,0.02,-0.03,0.0,-0.564,0.0,4.66,0.0,10.77239,81.83486,66.63008,321.54655,264.8686021,0.0440369,-0.0440369,125.984,0.0406101,-0.0406101,232.988,0.0449896,-0.0449896,37.7647,0.0337,-0.0336,10.556,0.141,-0.141,9.46,0.03,-0.03,7.608,0.029,-0.029,7.131,0.021,-0.021,7.009,0.02,-0.02,9.15098,0.000293,-0.000293,8.5077,0.006,-0.006,13,1,0,0,0
HAT-P-12 b,HAT-P-12,1,1,0,0,Transit,2009,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,3.2130598,0.0,10.749,0.0,67.059,0.0,0.3192,0.0,4650.0,0.0,0.7,0.0,0.73,0.02,-0.02,0.0,-0.678,0.0,4.61,0.0,68.87632,87.99255,50.63176,184.77543,141.8823722,0.0303593,-0.0303593,-134.791,0.0298099,-0.0298099,-44.2944,0.03504,-0.03504,142.751,0.453,-0.45,13.851,0.021,-0.021,12.665,0.057,-0.057,10.794,0.023,-0.023,10.236,0.022,-0.022,10.108,0.016,-0.016,12.4197,0.000238,-0.000238,11.7551,0.006,-0.006,7,1,0,0,91
HAT-P-13 b,HAT-P-13,1,2,0,0,Transit,2009,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,2.91625,0.0,14.258,0.0,270.462,0.0,0.362,0.0,5653.0,0.0,1.76,0.0,1.32,0.06,-0.06,0.0,0.346,0.0,4.13,0.0,37.54198,172.49839,27.90694,119.44095,35.7342909,0.0498869,-0.0498869,-24.1415,0.0549408,-0.0549408,-26.3463,0.0452093,-0.0452093,246.81,2.228,-2.188,11.147,0.114,-0.114,10.421,0.008,-0.008,9.328,0.018,-0.018,9.058,0.017,-0.017,8.975,0.017,-0.017,10.4168,0.000254,-0.000254,9.9596,0.007,-0.007,0,1,0,4,0
HAT-P-13 c,HAT-P-13,1,2,0,0,Radial Velocity,2009,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,446.27,0.0,12.3,0.0,4538.421,0.0,13.4,0.0,5653.0,0.0,1.76,0.0,1.32,0.06,-0.06,0.0,0.346,0.0,4.13,0.0,37.54198,172.49839,27.90694,119.44095,35.7342909,0.0498869,-0.0498869,-24.1415,0.0549408,-0.0549408,-26.3463,0.0452093,-0.0452093,246.81,2.228,-2.188,11.147,0.114,-0.114,10.421,0.008,-0.008,9.328,0.018,-0.018,9.058,0.017,-0.017,8.975,0.017,-0.017,10.4168,0.000254,-0.000254,9.9596,0.007,-0.007,0,1,0,0,0
HAT-P-14 b,HAT-P-14,2,1,0,0,Transit,2010,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,4.62767,0.0,15.917,0.0,1093.3352,0.0,1.56,0.0,6600.0,0.0,1.82,0.0,2.65,0.73,-0.73,0.0,0.644,0.0,4.25,0.0,33.53751,62.58916,61.12638,253.78429,7.0779684,0.0445203,-0.0445203,2.24068,0.0415549,-0.0415549,-6.71394,0.0448384,-0.0448384,222.663,1.257,-1.244,10.412,0.058,-0.058,9.988,0.004,-0.004,9.094,0.021,-0.021,8.927,0.02,-0.02,8.851,0.019,-0.019,9.87283,0.000338,-0.000338,9.54417,0.0061,-0.0061,0,1,0,0,7
HAT-P-15 b,HAT-P-15,1,1,0,0,Transit,2010,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,10.8635,0.0,11.882,0.0,616.5902,0.0,1.96,0.0,5568.0,0.0,1.07,0.0,1.0,0.23,-0.23,0.0,0.0,0.0,4.38,0.0,-6.8916,161.55863,17.57822,70.95784,17.186859,0.1183597,-0.1183597,14.4034,0.128671,-0.128671,-9.37711,0.0894387,-0.0894387,192.516,2.053,-2.01,13.022,0.521,-0.521,12.41,0.036,-0.036,10.194,0.023,-0.023,9.752,0.029,-0.029,9.641,0.019,-0.019,11.7232,0.000278,-0.000278,11.0878,0.0061,-0.0061,0,1,0,0,0
HAT-P-16 b,HAT-P-16,3,1,0,0,Transit,2010,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,2.77596,0.0,14.448,0.0,1332.605,0.0,2.42,0.0,6158.0,0.0,1.24,0.0,1.22,0.04,-0.04,0.0,0.294,0.0,4.34,0.0,-20.34266,120.34675,34.79241,27.64625,22.0468365,0.0846157,-0.0846157,-21.5641,0.0805157,-0.0805157,-4.58831,0.148709,-0.148709,226.637,4.471,-4.305,11.38,0.111,-0.111,10.911,0.008,-0.008,9.85,0.022,-0.022,9.623,0.022,-0.022,9.553001,0.02,-0.02,10.7568,0.000256,-0.000256,10.374,0.0061,-0.0061,0,3,0,0,1
HAT-P-17 b,HAT-P-17,1,2,0,0,Transit,2010,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,10.33852,0.0,11.769,0.0,184.3414,0.0,0.64,0.0,5246.0,0.0,0.87,0.0,0.99,0.15,-0.15,0.0,-0.289,0.0,4.53,0.0,-16.17689,80.8515,41.6341,339.89241,150.2840947,0.1511341,-0.1511341,-80.3954,0.157874,-0.157874,-126.972,0.148346,-0.148346,92.3831,0.4851,-0.4802,11.331,0.067,-0.067,10.375,0.005,-0.005,9.017,0.022,-0.022,8.619,0.029,-0.029,8.544,0.025,-0.025,10.2743,0.000306,-0.000306,9.7525,0.006,-0.006,0,0,0,0,0
HAT-P-17 c,HAT-P-17,1,2,0,0,Radial Velocity,2010,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,5584.0,0.0,13.1,0.0,1080.6,0.0,2.64,0.0,5336.96,0.0,0.84,0.0,0.92,0.15,-0.08,0.0,-0.289,0.0,4.55,0.0,-16.17689,80.8515,41.6341,339.89241,150.2840947,0.1511341,-0.1511341,-80.3954,0.157874,-0.157874,-126.972,0.148346,-0.148346,92.3831,0.4851,-0.4802,11.331,0.067,-0.067,10.375,0.005,-0.005,9.017,0.022,-0.022,8.619,0.029,-0.029,8.544,0.025,-0.025,10.2743,0.000306,-0.000306,9.7525,0.006,-0.006,0,0,0,0,0
HAT-P-18 b,HAT-P-18,1,1,0,0,Transit,2010,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,5.508023,0.0,11.153,0.0,62.61,0.0,0.25,0.0,4803.0,0.0,0.75,0.0,0.77,0.03,-0.03,0.0,-0.569,0.0,4.57,0.0,35.56176,55.652,55.48655,249.54854,39.2955032,0.0410087,-0.0410087,-14.0729,0.0337627,-0.0337627,-36.6891,0.0419694,-0.0419694,161.4,0.61,-0.605,13.662,0.053,-0.053,12.597,0.069,-0.069,10.822,0.02,-0.02,10.34,0.019,-0.019,10.234,0.017,-0.017,12.3682,0.000283,-0.000283,11.733,0.0061,-0.0061,0,1,0,0,1038
HAT-P-19 b,HAT-P-19,1,1,0,0,Transit,2010,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,4.00878322,0.0,11.299,0.0,88.03847,0.0,0.335,0.0,4962.0,0.0,0.77,0.0,0.81,0.03,-0.03,0.0,-0.485,0.0,4.57,0.0,-28.07947,119.8176,27.92999,23.41853,42.0916998,0.0568688,-0.0568688,-26.7753,0.0556026,-0.0556026,-32.4776,0.0577135,-0.0577135,202.078,1.471,-1.451,13.834,0.051,-0.051,12.826,0.057,-0.057,11.095,0.02,-0.02,10.644,0.022,-0.022,10.546,0.019,-0.019,12.5567,0.000238,-0.000238,11.9475,0.006,-0.006,0,0,0,2,57
HAT-P-2 b,HAT-P-2,1,2,0,0,Transit,2007,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,5.6335158,0.0,12.663,0.0,2866.81223,0.0,7.29,0.0,6380.0,0.0,1.39,0.0,1.33,0.03,-0.03,0.0,0.53,0.0,4.16,0.0,45.2323,65.02085,61.01151,229.15796,30.9650963,0.0509183,-0.0509183,-10.312,0.0409495,-0.0409495,-29.1976,0.052028,-0.052028,127.774,0.425,-0.423,9.15,0.028,-0.028,8.72,0.03,-0.03,7.796,0.027,-0.027,7.652,0.038,-0.038,7.603,0.02,-0.02,8.59842,0.00025,-0.00025,8.27468,0.0061,-0.0061,2,5,2,0,0
HAT-P-2 c,HAT-P-2,1,2,0,0,Radial Velocity,2023,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,8500.0,0.0,12.4,0.0,3400.76395,0.0,9.8,0.0,6412.0,0.0,1.42,0.0,1.33,0.03,-0.03,0.0,0.64,0.0,4.16,0.0,45.2323,65.02085,61.01151,229.15796,30.9650963,0.0509183,-0.0509183,-10.312,0.0409495,-0.0409495,-29.1976,0.052028,-0.052028,127.774,0.425,-0.423,9.15,0.028,-0.028,8.72,0.03,-0.03,7.796,0.027,-0.027,7.652,0.038,-0.038,7.603,0.02,-0.02,8.59842,0.00025,-0.00025,8.27468,0.0061,-0.0061,2,5,2,0,0
HAT-P-20 b,HAT-P-20,1,1,0,0,Transit,2010,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,2.875317,0.0,9.718,0.0,2302.899,0.0,13.78,0.0,4595.0,0.0,0.69,0.0,0.76,0.03,-0.03,0.0,-0.721,0.0,4.63,0.0,18.39436,194.41535,2.39826,109.89653,96.3636397,0.0599735,-0.0599735,-4.98526,0.0683012,-0.0683012,-96.2346,0.0599496,-0.0599496,71.0374,0.1994,-0.1983,12.539,0.075,-0.075,11.231,0.023,-0.023,9.276,0.022,-0.022,8.743,0.021,-0.021,8.601,0.019,-0.019,10.9903,0.001176,-0.001176,10.2832,0.0061,-0.0061,0,1,0,0,0
HAT-P-21 b,HAT-P-21,1,1,0,0,Transit,2010,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,4.12448,0.0,12.442,0.0,1547.8321,0.0,4.6,0.0,5588.0,0.0,1.21,0.0,1.24,0.6,-0.6,0.0,0.025,0.0,4.33,0.0,67.4636,169.32461,33.83073,153.84594,13.2872218,0.0613674,-0.0613674,-1.08803,0.0469413,-0.0469413,13.2426,0.0614533,-0.0614533,277.278,3.215,-3.144,12.56,0.261,-0.261,11.459,0.025,-0.025,10.503,0.022,-0.022,10.154,0.019,-0.019,10.111,0.018,-0.018,11.5583,0.001203,-0.001203,11.1065,0.0066,-0.0066,0,1,0,0,0
HAT-P-22 b,HAT-P-22,2,1,0,0,Transit,2010,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,3.21222,0.0,12.89,0.0,785.0401,0.0,2.14,0.0,5302.0,0.0,1.11,0.0,1.13,0.22,-0.22,0.0,-0.114,0.0,4.36,0.0,53.56645,163.64677,36.80858,136.85269,87.7253495,0.065648,-0.065648,-26.1816,0.0574402,-0.0574402,83.7273,0.0663961,-0.0663961,81.7647,0.2505,-0.2489,10.618,0.05,-0.05,9.763,0.004,-0.004,8.293,0.023,-0.023,7.935,0.029,-0.029,7.837,0.021,-0.021,9.51936,0.000234,-0.000234,9.007,0.006,-0.006,0,1,0,0,0
HAT-P-23 b,HAT-P-23,1,1,0,0,Transit,2010,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,1.212884,0.0,15.334,0.0,664.237,0.0,1.01,0.0,5905.0,0.0,1.2,0.0,1.13,0.04,-0.04,0.0,0.199,0.0,4.33,0.0,-11.83428,58.93637,34.90735,313.49417,14.3246506,0.0500351,-0.0500351,13.263,0.0502608,-0.0502608,-5.41188,0.0486575,-0.0486575,364.813,4.772,-4.653,13.051,0.407,-0.407,11.937,0.039,-0.039,11.103,0.022,-0.022,10.846,0.022,-0.022,10.791,0.02,-0.02,12.1741,0.000592,-0.000592,11.734,0.0062,-0.0062,0,1,0,0,11
HAT-P-24 b,HAT-P-24,2,1,0,0,Transit,2010,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,3.35524,0.0,14.572,0.0,238.3725,0.0,0.44,0.0,6373.0,0.0,1.38,0.0,1.37,0.69,-0.69,0.0,0.408,0.0,4.27,0.0,11.65314,202.73799,-7.98172,108.40488,8.330933,0.0764122,-0.0764122,8.15226,0.0769633,-0.0769633,-1.71613,0.0627019,-0.0627019,415.344,6.636,-6.435,12.208,0.317,-0.317,11.762,0.022,-0.022,10.797,0.022,-0.022,10.589,0.024,-0.024,10.543,0.02,-0.02,11.6396,0.000476,-0.000476,11.3072,0.0068,-0.0068,0,1,0,0,0
HAT-P-25 b,HAT-P-25,1,1,0,0,Transit,2010,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,3.65281514,0.0,12.722,0.0,180.84527,0.0,0.483,0.0,5519.0,0.0,0.92,0.0,1.01,0.05,-0.05,0.0,-0.152,0.0,4.52,0.0,-27.44257,159.31431,6.96747,52.78177,19.1456731,0.0826562,-0.0826562,13.4899,0.0977272,-0.0977272,-13.586,0.0644345,-0.0644345,300.384,4.3,-4.182,14.094,0.037,-0.037,13.146,0.092,-0.092,11.319,0.018,-0.018,10.908,0.021,-0.021,10.815,0.018,-0.018,12.8416,0.000244,-0.000244,12.2192,0.006,-0.006,0,1,0,0,0
HAT-P-26 b,HAT-P-26,1,1,0,0,Transit,2010,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,4.23452,0.0,7.062,0.0,22.2481,0.0,0.4,0.0,5079.0,0.0,0.87,0.0,1.12,0.36,-0.36,0.0,-0.359,0.0,4.56,0.0,59.87255,346.51303,16.37718,209.49168,147.8161704,0.0835536,-0.0835536,37.8389,0.0932728,-0.0932728,-142.891,0.0828293,-0.0828293,141.837,1.152,-1.133,12.326,0.363,-0.363,11.757,0.025,-0.025,10.08,0.022,-0.022,9.685,0.023,-0.023,9.581,0.023,-0.023,11.4641,0.000553,-0.000553,10.9016,0.0061,-0.0061,0,1,0,0,52
HAT-P-27 b,HAT-P-27,2,1,0,0,Transit,2011,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,3.039577,0.0,11.43,0.0,197.05,0.0,0.76,0.0,5316.0,0.0,0.86,0.0,0.92,0.12,-0.1,0.0,-0.269,0.0,4.53,0.0,54.544,1.68335,21.32825,218.38167,28.7532307,0.0649737,-0.0649737,-28.6207,0.0649521,-0.0649521,-2.7575,0.067262,-0.067262,199.173,1.451,-1.43,13.046,0.048,-0.048,12.052,0.069,-0.069,10.626,0.026,-0.026,10.249,0.023,-0.023,10.109,0.021,-0.021,11.9562,0.000319,-0.000319,11.4063,0.0061,-0.0061,0,1,0,0,0
HAT-P-28 b,HAT-P-28,1,1,0,0,Transit,2011,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,3.257215,0.0,13.585,0.0,198.953,0.0,0.44,0.0,5680.0,0.0,1.1,0.0,1.03,0.05,-0.05,0.0,0.053,0.0,4.36,0.0,-28.1432,123.06375,26.68801,26.3229,25.6783419,0.0667987,-0.0667987,25.5187,0.0669744,-0.0669744,2.85888,0.0508869,-0.0508869,401.319,5.542,-5.395,13.825,0.084,-0.084,13.098,0.114,-0.114,11.561,0.02,-0.02,11.206,0.023,-0.023,11.104,0.018,-0.018,12.8718,0.000233,-0.000233,12.3396,0.0082,-0.0082,0,2,0,0,0
HAT-P-29 b,HAT-P-29,2,1,0,0,Transit,2011,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,5.72319,0.0,13.115,0.0,279.6904,0.0,0.79,0.0,6087.0,0.0,1.3,0.0,1.45,0.6,-0.6,0.0,0.272,0.0,4.34,0.0,-9.10798,135.4706,35.89413,50.23673,9.9866415,0.1005579,-0.1005579,-9.80455,0.101161,-0.101161,1.89837,0.0828654,-0.0828654,313.576,4.43,-4.31,12.301,0.309,-0.309,11.825,0.021,-0.021,10.648,0.023,-0.023,10.395,0.023,-0.023,10.297,0.02,-0.02,11.7336,0.000328,-0.000328,11.2791,0.0061,-0.0061,0,1,0,0,0
HAT-P-3 b,HAT-P-3,2,1,0,0,Transit,2007,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,2.8997,0.0,10.536,0.0,206.5895,0.0,0.855,0.0,5185.0,0.0,0.87,0.0,1.06,0.28,-0.28,0.0,-0.36,0.0,4.56,0.0,66.69255,100.16678,53.04755,177.53063,31.0851689,0.0362983,-0.0362983,-19.7461,0.0341442,-0.0341442,-24.0079,0.0376858,-0.0376858,134.554,0.48,-0.477,12.526,0.304,-0.304,11.856,0.021,-0.021,9.936,0.022,-0.022,9.542,0.028,-0.028,9.448,0.025,-0.025,11.2795,0.000606,-0.000606,10.7164,0.0061,-0.0061,24,3,0,2,7
HAT-P-30 b,HAT-P-30,2,1,0,0,Transit,2011,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,2.8106,0.0,16.141,0.0,263.7989,0.0,0.309,0.0,6304.0,0.0,1.31,0.0,1.55,0.51,-0.51,0.0,0.312,0.0,4.36,0.0,21.40542,217.41185,-13.58875,124.85602,29.536512,0.066895,-0.066895,-17.5162,0.0808972,-0.0808972,23.7821,0.0578993,-0.0578993,213.985,2.217,-2.173,10.952,0.101,-0.101,10.352,0.007,-0.007,9.442,0.026,-0.026,9.22,0.028,-0.028,9.151,0.023,-0.023,10.2998,0.000393,-0.000393,9.93908,0.006,-0.006,0,2,0,0,0
HAT-P-31 b,HAT-P-31,1,1,0,0,Transit,2011,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,5.00542,0.0,12.218,0.0,721.4741,0.0,2.18,0.0,6065.0,0.0,1.39,0.0,1.31,0.73,-0.73,0.0,0.433,0.0,4.26,0.0,21.06338,52.72026,49.85449,272.13214,15.3265577,0.0351107,-0.0351107,-7.43661,0.0300694,-0.0300694,-13.4015,0.0365232,-0.0365232,344.05,2.913,-2.865,12.019,0.207,-0.207,11.667,0.015,-0.015,10.423,0.023,-0.023,10.128,0.027,-0.027,10.083,0.021,-0.021,11.4501,0.000377,-0.000377,11.0269,0.006,-0.006,0,0,0,0,0
HAT-P-32 b,HAT-P-32,2,1,0,0,Transit,2011,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,2.1500082,0.0,22.194,0.0,216.1244,0.0,0.108,0.0,6001.0,0.0,1.37,0.0,1.13,0.05,-0.05,0.0,0.338,0.0,4.22,0.0,-14.37306,135.69851,31.79456,46.24772,10.421795,0.0989128,-0.0989128,-9.82484,0.100464,-0.100464,3.47654,0.0855204,-0.0855204,289.205,5.355,-5.167,11.794,0.217,-0.217,11.439,0.015,-0.015,10.251,0.022,-0.022,10.024,0.022,-0.022,9.99,0.022,-0.022,11.1335,0.000479,-0.000479,10.7696,0.0061,-0.0061,0,0,0,18,60
HAT-P-33 b,HAT-P-33,2,1,0,0,Transit,2011,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,3.47447,0.0,20.737,0.0,292.4036,0.0,0.2,0.0,6446.0,0.0,1.79,0.0,1.82,1.45,-1.45,0.0,0.618,0.0,4.15,0.0,22.73004,185.30741,11.95415,109.52395,2.6488627,0.0704343,-0.0704343,0.0960682,0.0729698,-0.0729698,-2.64712,0.0704309,-0.0704309,396.11,7.647,-7.368,11.666,0.202,-0.202,11.032,0.014,-0.014,10.263,0.021,-0.021,10.061,0.024,-0.024,10.004,0.018,-0.018,11.0238,0.000934,-0.000934,10.7131,0.0076,-0.0076,0,0,0,0,0
HAT-P-34 b,HAT-P-34,1,1,0,0,Transit,2011,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,5.452654,0.0,13.417,0.0,1058.3739,0.0,2.5,0.0,6442.0,0.0,1.53,0.0,1.39,0.05,-0.05,0.0,0.6,0.0,4.21,0.0,-8.75906,58.54106,36.97709,310.64357,20.8852185,0.0514804,-0.0514804,16.3949,0.055694,-0.055694,-12.9383,0.0438762,-0.0438762,249.325,2.804,-2.744,10.807,0.097,-0.097,10.403,0.007,-0.007,9.46,0.022,-0.022,9.322,0.03,-0.03,9.247,0.023,-0.023,10.1944,0.000263,-0.000263,9.87463,0.006,-0.006,0,0,0,0,0
HAT-P-35 b,HAT-P-35,3,1,0,0,Transit,2011,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,3.646706,0.0,14.93,0.0,335.62848,0.0,0.55,0.0,6096.0,0.0,1.44,0.0,1.24,0.05,-0.05,0.0,0.383,0.0,4.21,0.0,20.30811,218.07385,-14.76922,124.40261,12.0659445,0.0714119,-0.0714119,-9.57011,0.0808019,-0.0808019,-7.34847,0.0517255,-0.0517255,506.965,13.193,-12.551,12.838,0.426,-0.426,12.389,0.092,-0.092,11.358,0.024,-0.024,11.072,0.023,-0.023,11.03,0.021,-0.021,12.2802,0.000334,-0.000334,11.8997,0.0063,-0.0063,0,2,0,0,0
HAT-P-36 b,HAT-P-36,1,1,0,0,Transit,2011,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,1.32734683,0.0,14.314,0.0,587.41341,0.0,1.175,0.0,5620.0,0.0,1.04,0.0,1.03,0.03,-0.03,0.0,0.022,0.0,4.42,0.0,71.83707,133.41389,43.4955,165.02155,14.1613865,0.0302509,-0.0302509,-11.6408,0.0284545,-0.0284545,8.06453,0.0336876,-0.0336876,294.419,2.269,-2.235,12.967,0.335,-0.335,12.146,0.025,-0.025,11.046,0.027,-0.027,10.723,0.03,-0.03,10.603,0.021,-0.021,12.093,0.000533,-0.000533,11.6281,0.0063,-0.0063,0,1,0,0,0
HAT-P-37 b,HAT-P-37,1,1,0,0,Transit,2011,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,2.797436,0.0,13.204,0.0,371.528,0.0,0.89,0.0,5500.0,0.0,0.88,0.0,0.93,0.04,,0.0,-0.208,0.0,4.51,0.0,19.98353,81.20831,73.1149,302.13104,4.2015058,0.0295149,-0.0295149,-4.11372,0.0296119,-0.0296119,-0.854376,0.0271687,-0.0271687,390.594,2.723,-2.686,14.381,0.006,-0.006,13.427,0.126,-0.126,12.092,0.027,-0.027,11.714,0.032,-0.032,11.667,0.02,-0.02,13.2615,0.000848,-0.000848,12.7678,0.0067,-0.0067,0,1,0,0,0
HAT-P-38 b,HAT-P-38,1,1,0,0,Transit,2012,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,4.640382,0.0,9.247,0.0,84.857,0.0,0.59,0.0,5330.0,0.0,0.92,0.0,0.89,0.04,,0.0,-0.208,0.0,4.37,0.0,-26.87267,144.22935,17.14087,43.8095,52.3566524,0.0617739,-0.0617739,47.771,0.0614376,-0.0614376,-21.4278,0.0634191,-0.0634191,255.206,2.473,-2.427,13.34,0.023,-0.023,12.525,0.103,-0.103,10.989,0.022,-0.022,10.593,0.021,-0.021,10.501,0.017,-0.017,12.3021,0.000257,-0.000257,11.7524,0.0061,-0.0061,0,0,0,0,0
HAT-P-39 b,HAT-P-39,2,1,0,0,Transit,2012,HATNet,Canon 200mm f/1.8L,2K CCD Sensor,0,3.54387,0.0,17.609,0.0,190.372,0.0,0.19,0.0,6430.0,0.0,1.62,0.0,1.4,0.05,,0.0,0.607,0.0,4.07,0.0,17.44627,201.4173,-3.76432,112.59997,8.6647019,0.0555057,-0.0555057,1.12139,0.0637644,-0.0637644,-8.59183,0.0553543,-0.0553543,697.004,17.938,-17.075,12.776,0.033,-0.033,12.282,0.08,-0.08,11.424,0.02,-0.02,11.184,0.022,-0.022,11.157,0.02,-0.02,12.2269,0.000249,-0.000249,11.8887,0.0064,-0.0064,0,1,0,0,0
